Deal_ID,Region,Customer_Segment,Deal_Stage,Lead_Source,Engagement_Score,Deal_Creation_Date,Deal_Closure_Date,Deal_Size,MRR,ARR,Salesperson
OPP-2829,North America,Commercial,Closed Lost,Inbound,2.14,2023-10-31,2023-03-06,32918.47,2743.21,32918.47,NA-Commercial-3
OPP-2830,North America,Commercial,Negotiation,Marketing Campaign,6.96,2023-05-16,2025-03-06,17271.67,1439.31,17271.67,NA-Commercial-3
OPP-2831,North America,Commercial,Closed Won,Partner,9.25,2023-09-23,2025-09-05,16462.24,1371.85,16462.24,NA-Commercial-2
OPP-2832,North America,Commercial,Closed Lost,Event,5.29,2024-10-13,2024-11-19,33241.18,2770.1,33241.18,NA-Commercial-1
OPP-2833,North America,Commercial,Proposal Sent,Partner,8.49,2023-07-07,,35621.01,2968.42,35621.01,NA-Commercial-3
OPP-2834,North America,Commercial,Proposal Sent,Outbound,5.83,2024-03-27,2025-09-18,16251.16,1354.26,16251.16,NA-Commercial-2
OPP-2835,North America,Commercial,Proposal Sent,Event,1.58,2023-06-09,2023-04-24,30723.06,2560.26,30723.06,NA-Commercial-2
OPP-2836,North America,Commercial,Proposal Sent,Partner,4.47,2024-06-30,2024-07-06,35066.61,2922.22,35066.61,NA-Commercial-1
OPP-2837,North America,Commercial,Negotiation,Inbound,3.23,2023-09-13,2025-08-13,37871.45,3155.95,37871.45,NA-Commercial-1
OPP-2838,North America,Commercial,Closed Won,Event,1.9,2023-03-28,2023-05-08,29335.09,2444.59,29335.09,NA-Commercial-3
OPP-2839,North America,Commercial,Proposal Sent,Outbound,3.12,2023-12-21,,17980.65,1498.39,17980.65,NA-Commercial-3
OPP-2840,North America,Commercial,Closed Won,Partner,1.45,2023-03-17,2023-05-13,28819.97,2401.66,28819.97,NA-Commercial-3
OPP-2841,North America,Commercial,Proposal Sent,Partner,8.18,2023-08-19,2025-01-22,36573.85,3047.82,36573.85,NA-Commercial-2
OPP-2842,North America,Commercial,Closed Lost,Partner,7.25,2023-07-02,2023-09-13,17589.23,1465.77,17589.23,NA-Commercial-2
OPP-2843,North America,Commercial,Qualified,Inbound,5.43,2024-02-02,,27349.79,2279.15,27349.79,NA-Commercial-2
OPP-2844,North America,Commercial,Proposal Sent,Inbound,1.19,2023-10-24,2023-09-20,21244.33,1770.36,21244.33,NA-Commercial-1
OPP-2845,North America,Commercial,Proposal Sent,Inbound,8.3,2024-08-28,,24392.01,2032.67,24392.01,NA-Commercial-3
OPP-2846,North America,Commercial,Closed Lost,Marketing Campaign,7.66,2023-01-02,2024-03-07,24562.5,2046.88,24562.5,NA-Commercial-3
OPP-2847,North America,Commercial,Qualified,Inbound,8.89,2023-01-19,2025-12-29,20058.92,1671.58,20058.92,NA-Commercial-1
OPP-2848,North America,Commercial,Proposal Sent,Marketing Campaign,1.11,2024-04-20,2024-01-07,27477.39,2289.78,27477.39,NA-Commercial-1
OPP-2849,North America,Commercial,Proposal Sent,Partner,7.89,2024-12-01,2024-11-03,15258.11,1271.51,15258.11,NA-Commercial-2
OPP-2850,North America,Commercial,Negotiation,Outbound,6.62,2023-07-06,2024-04-04,19736.66,1644.72,19736.66,NA-Commercial-1
OPP-2851,North America,Commercial,Closed Won,Partner,4.73,2023-10-02,2025-11-16,18998.96,1583.25,18998.96,NA-Commercial-1
OPP-2852,North America,Commercial,Negotiation,Inbound,4.23,2023-06-07,2023-07-15,26854.13,2237.84,26854.13,NA-Commercial-3
OPP-2853,North America,Commercial,Proposal Sent,Inbound,8.29,2023-05-18,2025-02-25,37145.56,3095.46,37145.56,NA-Commercial-1
OPP-2854,North America,Commercial,Closed Won,Inbound,3.57,2023-03-15,2025-05-21,29317.62,2443.13,29317.62,NA-Commercial-3
OPP-2855,North America,Commercial,Qualified,Inbound,7.82,2024-12-18,2024-05-22,20459.16,1704.93,20459.16,NA-Commercial-2
OPP-2856,North America,Commercial,Proposal Sent,Partner,2.39,2024-02-23,2024-09-30,25897.29,2158.11,25897.29,NA-Commercial-3
OPP-2857,North America,Commercial,Closed Lost,Inbound,4.39,2023-12-10,2025-12-20,31602.01,2633.5,31602.01,NA-Commercial-3
OPP-2858,North America,Commercial,Negotiation,Inbound,2.75,2023-04-20,2023-04-24,15676.7,1306.39,15676.7,NA-Commercial-2
OPP-2859,North America,Commercial,Proposal Sent,Event,3.02,2023-06-10,2023-07-22,16090.23,1340.85,16090.23,NA-Commercial-3
OPP-2860,North America,Commercial,Qualified,Marketing Campaign,2.56,2023-03-20,2024-09-29,19419.51,1618.29,19419.51,NA-Commercial-1
OPP-2861,North America,Commercial,Closed Won,Inbound,4.35,2023-06-07,,27784.04,2315.34,27784.04,NA-Commercial-1
OPP-2862,North America,Commercial,Proposal Sent,Marketing Campaign,3.68,2023-01-09,2023-09-13,28586.0,2382.17,28586.0,NA-Commercial-2
OPP-2863,North America,Commercial,Qualified,Outbound,4.51,2023-11-09,,28270.96,2355.91,28270.96,NA-Commercial-1
OPP-2864,North America,Commercial,Negotiation,Inbound,4.49,2024-08-06,,35929.29,2994.11,35929.29,NA-Commercial-1
OPP-2865,North America,Commercial,Proposal Sent,Partner,5.32,2023-11-18,2025-04-05,37889.16,3157.43,37889.16,NA-Commercial-3
OPP-2866,North America,Commercial,Qualified,Event,7.74,2023-05-02,2023-10-23,30945.15,2578.76,30945.15,NA-Commercial-1
OPP-2867,North America,Commercial,Negotiation,Inbound,2.27,2024-03-22,,20442.79,1703.57,20442.79,NA-Commercial-1
OPP-2868,North America,Commercial,Qualified,Inbound,7.21,2023-02-16,2024-07-03,19476.14,1623.01,19476.14,NA-Commercial-1
OPP-2869,North America,Commercial,Negotiation,Inbound,7.59,2024-06-07,,28297.44,2358.12,28297.44,NA-Commercial-2
OPP-2870,North America,Commercial,Closed Won,Event,1.81,2024-09-21,2025-05-13,29208.8,2434.07,29208.8,NA-Commercial-1
OPP-2871,North America,Commercial,Proposal Sent,Partner,6.18,2024-06-23,2023-12-27,29703.19,2475.27,29703.19,NA-Commercial-2
OPP-2872,North America,Commercial,Qualified,Partner,1.18,2023-08-13,,27842.18,2320.18,27842.18,NA-Commercial-1
OPP-2873,North America,Commercial,Qualified,Partner,2.51,2023-01-03,2025-01-13,25556.21,2129.68,25556.21,NA-Commercial-1
OPP-2874,North America,Commercial,Negotiation,Outbound,2.74,2024-02-10,2023-08-17,38406.15,3200.51,38406.15,NA-Commercial-1
OPP-2875,North America,Commercial,Negotiation,Inbound,2.62,2023-09-08,,15096.22,1258.02,15096.22,NA-Commercial-2
OPP-2876,North America,Commercial,Proposal Sent,Inbound,4.2,2024-12-06,2025-06-05,37478.61,3123.22,37478.61,NA-Commercial-1
OPP-2877,North America,Commercial,Negotiation,Partner,6.08,2024-09-18,2025-08-12,36061.28,3005.11,36061.28,NA-Commercial-1
OPP-2878,North America,Commercial,Negotiation,Inbound,5.12,2024-03-22,,24952.69,2079.39,24952.69,NA-Commercial-3
OPP-2879,North America,Commercial,Qualified,Outbound,9.01,2024-05-28,2025-03-31,36444.86,3037.07,36444.86,NA-Commercial-3
OPP-2880,North America,Commercial,Closed Won,Inbound,8.33,2024-02-22,,31829.37,2652.45,31829.37,NA-Commercial-3
OPP-2881,North America,Commercial,Proposal Sent,Inbound,6.68,2024-07-09,,17082.54,1423.55,17082.54,NA-Commercial-1
OPP-2882,North America,Commercial,Negotiation,Inbound,5.09,2023-09-11,2024-10-17,33751.06,2812.59,33751.06,NA-Commercial-1
OPP-2883,North America,Commercial,Qualified,Marketing Campaign,2.71,2024-11-10,2023-12-19,39128.31,3260.69,39128.31,NA-Commercial-3
OPP-2884,North America,Commercial,Qualified,Partner,1.89,2024-07-07,,20028.13,1669.01,20028.13,NA-Commercial-1
OPP-2885,North America,Commercial,Qualified,Event,5.15,2024-09-06,,33277.25,2773.1,33277.25,NA-Commercial-3
OPP-2886,North America,Commercial,Proposal Sent,Partner,7.88,2024-12-18,2025-10-15,16582.52,1381.88,16582.52,NA-Commercial-2
OPP-2887,North America,Commercial,Qualified,Inbound,7.8,2024-01-15,,27325.21,2277.1,27325.21,NA-Commercial-3
OPP-2888,North America,Commercial,Negotiation,Marketing Campaign,5.7,2024-10-31,,19176.2,1598.02,19176.2,NA-Commercial-1
OPP-2889,North America,Commercial,Qualified,Inbound,6.46,2024-02-24,2025-11-27,21184.06,1765.34,21184.06,NA-Commercial-3
OPP-2890,North America,Commercial,Proposal Sent,Outbound,6.22,2024-06-30,2024-10-05,32369.84,2697.49,32369.84,NA-Commercial-2
OPP-2891,North America,Commercial,Proposal Sent,Partner,1.15,2023-06-04,,23748.59,1979.05,23748.59,NA-Commercial-1
OPP-2892,North America,Commercial,Negotiation,Event,5.8,2023-06-24,2025-01-25,24421.76,2035.15,24421.76,NA-Commercial-2
OPP-2893,North America,Commercial,Qualified,Inbound,2.84,2024-09-23,2023-12-30,29368.65,2447.39,29368.65,NA-Commercial-2
OPP-2894,North America,Commercial,Qualified,Inbound,4.92,2024-10-13,2025-07-30,23585.71,1965.48,23585.71,NA-Commercial-1
OPP-2895,North America,Commercial,Closed Won,Outbound,6.47,2024-03-31,2025-10-01,33454.35,2787.86,33454.35,NA-Commercial-3
OPP-2896,North America,Commercial,Negotiation,Outbound,9.9,2023-11-08,2025-07-16,18567.98,1547.33,18567.98,NA-Commercial-1
OPP-2897,North America,Commercial,Proposal Sent,Inbound,1.03,2024-09-01,2025-11-16,29352.36,2446.03,29352.36,NA-Commercial-2
OPP-2898,North America,Commercial,Proposal Sent,Partner,6.14,2024-02-20,2025-12-09,21372.75,1781.06,21372.75,NA-Commercial-3
OPP-2899,North America,Commercial,Negotiation,Outbound,3.72,2024-02-25,2024-09-14,19838.53,1653.21,19838.53,NA-Commercial-1
OPP-2900,North America,Commercial,Proposal Sent,Partner,2.86,2024-08-18,2023-09-07,35972.39,2997.7,35972.39,NA-Commercial-3
OPP-2901,North America,Commercial,Qualified,Outbound,1.25,2023-10-24,2024-01-08,39931.04,3327.59,39931.04,NA-Commercial-1
OPP-2902,North America,Commercial,Proposal Sent,Outbound,1.09,2023-06-25,2023-04-06,31572.03,2631.0,31572.03,NA-Commercial-3
OPP-2903,North America,Commercial,Qualified,Outbound,4.57,2023-10-24,2023-06-06,19100.66,1591.72,19100.66,NA-Commercial-1
OPP-2904,North America,Commercial,Proposal Sent,Inbound,8.5,2024-01-03,2024-04-29,15451.95,1287.66,15451.95,NA-Commercial-2
OPP-2905,North America,Commercial,Closed Won,Outbound,2.71,2024-11-12,,15013.62,1251.13,15013.62,NA-Commercial-3
OPP-2906,North America,Commercial,Proposal Sent,Event,5.96,2024-09-25,2025-09-28,23247.0,1937.25,23247.0,NA-Commercial-2
OPP-2907,North America,Commercial,Closed Won,Marketing Campaign,5.98,2024-03-01,,21547.79,1795.65,21547.79,NA-Commercial-1
OPP-2908,North America,Commercial,Qualified,Marketing Campaign,8.09,2023-01-14,2024-04-11,20914.06,1742.84,20914.06,NA-Commercial-1
OPP-2909,North America,Commercial,Proposal Sent,Outbound,7.11,2023-04-15,2025-01-29,16148.11,1345.68,16148.11,NA-Commercial-2
OPP-2910,North America,Strategic,Qualified,Marketing Campaign,4.22,2023-10-27,2024-07-19,164504.93,13708.74,164504.93,NA-Strategic-2
OPP-2911,North America,Strategic,Qualified,Outbound,5.87,2023-10-29,2023-05-18,176725.41,14727.12,176725.41,NA-Strategic-2
OPP-2912,North America,Strategic,Proposal Sent,Partner,1.18,2023-05-02,2023-12-29,150265.36,12522.11,150265.36,NA-Strategic-2
OPP-2913,North America,Strategic,Negotiation,Inbound,2.02,2023-07-28,2023-10-10,141444.54,11787.05,141444.54,NA-Strategic-2
OPP-2914,North America,Strategic,Qualified,Inbound,9.55,2023-09-16,2023-04-30,104760.54,8730.05,104760.54,NA-Strategic-1
OPP-2915,North America,Strategic,Qualified,Inbound,4.8,2024-02-15,,139339.47,11611.62,139339.47,NA-Strategic-1
OPP-2916,North America,Strategic,Proposal Sent,Inbound,2.28,2023-05-10,2025-01-05,137422.52,11451.88,137422.52,NA-Strategic-1
OPP-2917,North America,Strategic,Proposal Sent,Outbound,3.84,2024-03-11,,161128.18,13427.35,161128.18,NA-Strategic-1
OPP-2918,North America,Strategic,Closed Won,Inbound,1.07,2023-08-30,2024-09-26,118423.68,9868.64,118423.68,NA-Strategic-2
OPP-2919,North America,Strategic,Qualified,Outbound,5.32,2024-02-03,2024-09-13,143957.68,11996.47,143957.68,NA-Strategic-2
OPP-2920,North America,Strategic,Proposal Sent,Outbound,6.41,2023-12-01,2024-05-20,168473.43,14039.45,168473.43,NA-Strategic-2
OPP-2921,North America,Strategic,Proposal Sent,Outbound,1.74,2023-05-21,2025-01-13,153437.76,12786.48,153437.76,NA-Strategic-2
OPP-2922,North America,Strategic,Qualified,Event,9.1,2023-02-27,2024-06-25,121816.14,10151.34,121816.14,NA-Strategic-1
OPP-2923,North America,Strategic,Negotiation,Marketing Campaign,9.37,2023-03-11,,139438.64,11619.89,139438.64,NA-Strategic-1
OPP-2924,North America,Strategic,Qualified,Event,2.29,2024-04-19,2025-06-21,177913.27,14826.11,177913.27,NA-Strategic-2
OPP-2925,North America,Strategic,Proposal Sent,Outbound,3.22,2023-12-21,2024-11-19,177240.09,14770.01,177240.09,NA-Strategic-1
OPP-2926,North America,Strategic,Qualified,Outbound,3.75,2024-11-28,,155414.38,12951.2,155414.38,NA-Strategic-2
OPP-2927,North America,Strategic,Closed Won,Inbound,2.04,2024-05-29,2025-02-24,113994.31,9499.53,113994.31,NA-Strategic-2
OPP-2928,North America,Strategic,Proposal Sent,Inbound,9.25,2024-06-25,,161494.78,13457.9,161494.78,NA-Strategic-2
OPP-2929,North America,Strategic,Proposal Sent,Inbound,5.03,2023-11-11,2024-05-17,104716.36,8726.36,104716.36,NA-Strategic-2
OPP-2930,North America,Strategic,Negotiation,Outbound,2.27,2024-03-24,,176468.58,14705.71,176468.58,NA-Strategic-1
OPP-2931,North America,Strategic,Closed Won,Inbound,8.5,2024-04-17,2024-10-07,173180.01,14431.67,173180.01,NA-Strategic-1
OPP-2932,North America,Strategic,Closed Lost,Outbound,3.34,2024-09-09,2024-12-14,170232.78,14186.07,170232.78,NA-Strategic-2
OPP-2933,North America,Strategic,Proposal Sent,Inbound,2.76,2024-06-26,2023-07-21,123136.8,10261.4,123136.8,NA-Strategic-2
OPP-2934,North America,Strategic,Qualified,Inbound,8.43,2024-06-17,,187384.69,15615.39,187384.69,NA-Strategic-2
OPP-2935,North America,Strategic,Proposal Sent,Inbound,5.27,2024-07-01,,198040.3,16503.36,198040.3,NA-Strategic-1
OPP-2936,North America,Strategic,Proposal Sent,Outbound,2.57,2024-07-10,2023-02-20,181208.51,15100.71,181208.51,NA-Strategic-1
OPP-2937,North America,Strategic,Proposal Sent,Inbound,7.16,2023-11-17,2025-07-31,128524.1,10710.34,128524.1,NA-Strategic-2
OPP-2938,North America,Strategic,Proposal Sent,Event,2.91,2023-12-02,,169150.95,14095.91,169150.95,NA-Strategic-1
OPP-2939,North America,Strategic,Closed Won,Outbound,1.91,2024-08-01,,148263.09,12355.26,148263.09,NA-Strategic-2
OPP-2940,North America,Strategic,Negotiation,Inbound,3.51,2024-01-26,2025-10-09,135624.04,11302.0,135624.04,NA-Strategic-2
OPP-2941,North America,Strategic,Proposal Sent,Inbound,8.28,2024-08-25,,144269.31,12022.44,144269.31,NA-Strategic-2
OPP-2942,North America,Strategic,Qualified,Event,2.23,2024-09-11,2025-03-12,198693.69,16557.81,198693.69,NA-Strategic-1
OPP-2943,North America,Strategic,Proposal Sent,Marketing Campaign,4.07,2024-09-16,2023-04-01,162910.5,13575.88,162910.5,NA-Strategic-2
OPP-2944,North America,Strategic,Qualified,Outbound,5.99,2024-05-06,2023-03-07,168949.37,14079.11,168949.37,NA-Strategic-1
OPP-2945,North America,Strategic,Qualified,Marketing Campaign,7.38,2023-06-17,2023-07-25,153129.17,12760.76,153129.17,NA-Strategic-1
OPP-2946,North America,Strategic,Proposal Sent,Outbound,9.14,2023-06-24,2025-04-09,154030.26,12835.86,154030.26,NA-Strategic-1
OPP-2947,North America,Strategic,Closed Won,Event,3.68,2024-11-17,2025-08-26,127693.54,10641.13,127693.54,NA-Strategic-2
OPP-2948,North America,Strategic,Proposal Sent,Outbound,8.89,2024-05-17,2025-01-14,158283.89,13190.32,158283.89,NA-Strategic-1
OPP-2949,North America,Strategic,Qualified,Outbound,2.0,2024-08-29,2023-11-21,175423.37,14618.61,175423.37,NA-Strategic-1
OPP-2950,North America,Strategic,Negotiation,Outbound,5.85,2024-11-07,,107145.71,8928.81,107145.71,NA-Strategic-2
OPP-2951,North America,Strategic,Closed Won,Event,3.69,2024-07-07,2025-08-14,184572.83,15381.07,184572.83,NA-Strategic-1
OPP-2952,North America,Strategic,Proposal Sent,Marketing Campaign,7.76,2024-06-25,2024-07-22,189871.37,15822.61,189871.37,NA-Strategic-2
OPP-2953,North America,Strategic,Closed Won,Event,8.15,2023-07-31,2023-12-25,192544.05,16045.34,192544.05,NA-Strategic-1
OPP-2954,North America,Strategic,Proposal Sent,Outbound,1.75,2023-08-11,2024-04-05,152307.23,12692.27,152307.23,NA-Strategic-2
OPP-2955,North America,Strategic,Proposal Sent,Outbound,5.83,2023-03-25,2025-11-03,152816.31,12734.69,152816.31,NA-Strategic-2
OPP-2956,North America,Strategic,Qualified,Marketing Campaign,4.03,2023-01-12,,183429.22,15285.77,183429.22,NA-Strategic-1
OPP-2957,North America,Strategic,Negotiation,Partner,8.8,2024-08-09,2024-01-08,102266.39,8522.2,102266.39,NA-Strategic-1
OPP-2958,North America,Strategic,Proposal Sent,Outbound,4.33,2023-06-01,2025-06-20,183339.45,15278.29,183339.45,NA-Strategic-1
OPP-2959,North America,Strategic,Proposal Sent,Inbound,8.1,2023-04-02,2024-11-03,192461.17,16038.43,192461.17,NA-Strategic-2
OPP-2960,North America,Strategic,Proposal Sent,Inbound,7.5,2023-01-13,,174451.35,14537.61,174451.35,NA-Strategic-1
OPP-2961,North America,Strategic,Qualified,Partner,1.18,2023-05-05,2024-06-08,166893.6,13907.8,166893.6,NA-Strategic-2
OPP-2962,North America,Strategic,Qualified,Inbound,8.72,2023-05-09,,178726.48,14893.87,178726.48,NA-Strategic-2
OPP-2963,North America,Strategic,Proposal Sent,Partner,3.84,2023-05-05,2025-06-23,198475.89,16539.66,198475.89,NA-Strategic-1
OPP-2964,North America,Strategic,Qualified,Outbound,8.44,2023-04-14,,104226.25,8685.52,104226.25,NA-Strategic-1
OPP-2965,North America,Strategic,Qualified,Inbound,8.91,2023-11-03,2025-09-02,171717.89,14309.82,171717.89,NA-Strategic-1
OPP-2966,North America,Strategic,Qualified,Inbound,7.27,2024-06-27,2025-03-18,120658.41,10054.87,120658.41,NA-Strategic-1
OPP-2967,North America,Strategic,Qualified,Outbound,2.95,2023-12-24,2025-05-02,175752.6,14646.05,175752.6,NA-Strategic-1
OPP-2968,North America,Strategic,Qualified,Inbound,6.57,2024-12-22,2024-12-15,156834.99,13069.58,156834.99,NA-Strategic-2
OPP-2969,North America,Strategic,Closed Lost,Marketing Campaign,8.57,2024-03-16,2024-09-20,154455.27,12871.27,154455.27,NA-Strategic-1
OPP-2970,North America,Strategic,Qualified,Partner,8.75,2024-01-20,2025-10-26,145036.28,12086.36,145036.28,NA-Strategic-2
OPP-2971,North America,Strategic,Proposal Sent,Event,2.04,2024-01-24,2025-04-15,156809.98,13067.5,156809.98,NA-Strategic-2
OPP-2972,North America,Strategic,Negotiation,Partner,8.54,2023-09-03,2024-02-08,195651.88,16304.32,195651.88,NA-Strategic-2
OPP-2973,North America,Strategic,Closed Won,Outbound,4.8,2024-10-27,2023-02-10,145693.57,12141.13,145693.57,NA-Strategic-1
OPP-2974,North America,Strategic,Qualified,Inbound,1.74,2023-09-19,2025-05-25,134311.54,11192.63,134311.54,NA-Strategic-2
OPP-2975,North America,Strategic,Closed Won,Partner,7.27,2023-11-28,2024-03-26,107654.34,8971.19,107654.34,NA-Strategic-2
OPP-2976,North America,Strategic,Closed Won,Partner,3.7,2023-09-29,2025-03-06,133476.21,11123.02,133476.21,NA-Strategic-1
OPP-2977,North America,Strategic,Qualified,Partner,5.92,2023-05-19,2024-04-14,196333.46,16361.12,196333.46,NA-Strategic-2
OPP-2978,North America,Strategic,Qualified,Outbound,4.8,2024-06-05,,100827.26,8402.27,100827.26,NA-Strategic-2
OPP-2979,North America,Strategic,Qualified,Inbound,2.04,2024-08-15,2024-11-11,126329.71,10527.48,126329.71,NA-Strategic-2
OPP-2980,North America,Strategic,Closed Won,Outbound,6.18,2023-02-15,2025-05-04,179424.69,14952.06,179424.69,NA-Strategic-1
OPP-2981,North America,Strategic,Negotiation,Marketing Campaign,8.74,2024-10-03,,126012.77,10501.06,126012.77,NA-Strategic-2
OPP-2982,North America,Strategic,Proposal Sent,Inbound,5.83,2023-10-12,,191986.6,15998.88,191986.6,NA-Strategic-1
OPP-2983,North America,Strategic,Negotiation,Event,7.79,2023-12-26,2024-05-31,150914.75,12576.23,150914.75,NA-Strategic-2
OPP-2984,North America,Strategic,Negotiation,Outbound,9.03,2023-05-20,,183115.82,15259.65,183115.82,NA-Strategic-1
OPP-2985,North America,Strategic,Qualified,Inbound,6.78,2024-03-11,,112328.59,9360.72,112328.59,NA-Strategic-1
OPP-2986,North America,Strategic,Closed Lost,Event,7.82,2023-10-05,,195985.55,16332.13,195985.55,NA-Strategic-1
OPP-2987,North America,Strategic,Qualified,Inbound,2.87,2024-05-30,,176566.66,14713.89,176566.66,NA-Strategic-1
OPP-2988,North America,Strategic,Proposal Sent,Inbound,5.23,2024-10-29,,190114.59,15842.88,190114.59,NA-Strategic-2
OPP-2989,North America,Strategic,Qualified,Inbound,4.64,2024-05-01,2024-06-29,196180.06,16348.34,196180.06,NA-Strategic-1
OPP-2990,North America,Strategic,Negotiation,Partner,6.6,2023-04-26,,109429.31,9119.11,109429.31,NA-Strategic-2
OPP-2991,North America,Strategic,Proposal Sent,Partner,4.77,2023-01-24,2023-10-20,134910.66,11242.56,134910.66,NA-Strategic-2
OPP-2992,North America,Strategic,Proposal Sent,Event,9.73,2023-09-26,2024-01-15,139589.8,11632.48,139589.8,NA-Strategic-2
OPP-2993,North America,Strategic,Qualified,Inbound,1.31,2024-10-30,2025-09-03,186235.64,15519.64,186235.64,NA-Strategic-1
OPP-2994,North America,Strategic,Qualified,Inbound,1.18,2024-12-25,2024-08-11,113395.05,9449.59,113395.05,NA-Strategic-2
OPP-2995,North America,Strategic,Qualified,Inbound,9.98,2023-09-03,,109970.48,9164.21,109970.48,NA-Strategic-2
OPP-2996,North America,Strategic,Qualified,Outbound,6.55,2023-04-12,,164324.65,13693.72,164324.65,NA-Strategic-1
OPP-2997,North America,Strategic,Qualified,Inbound,9.57,2023-01-29,2025-09-30,192359.69,16029.97,192359.69,NA-Strategic-2
OPP-2998,North America,Strategic,Proposal Sent,Inbound,9.4,2024-02-21,2024-01-30,115102.34,9591.86,115102.34,NA-Strategic-1
OPP-2999,North America,Strategic,Closed Lost,Event,8.14,2023-07-09,2024-07-27,137319.43,11443.29,137319.43,NA-Strategic-1
OPP-3000,North America,Strategic,Negotiation,Partner,2.55,2023-04-13,2023-05-17,183238.17,15269.85,183238.17,NA-Strategic-1
OPP-3001,North America,Strategic,Proposal Sent,Outbound,1.89,2024-01-26,2025-09-30,103544.6,8628.72,103544.6,NA-Strategic-2
OPP-3002,North America,Strategic,Proposal Sent,Outbound,6.88,2023-02-27,,101199.92,8433.33,101199.92,NA-Strategic-2
OPP-3003,North America,Strategic,Qualified,Outbound,8.01,2023-08-31,2025-05-29,115144.64,9595.39,115144.64,NA-Strategic-1
OPP-3004,North America,Strategic,Qualified,Outbound,4.68,2024-07-10,2023-02-21,172144.17,14345.35,172144.17,NA-Strategic-1
OPP-3005,North America,Strategic,Proposal Sent,Inbound,1.54,2024-05-21,2024-12-15,133896.42,11158.04,133896.42,NA-Strategic-1
OPP-3006,North America,Strategic,Proposal Sent,Inbound,8.19,2023-08-10,2023-08-03,195531.5,16294.29,195531.5,NA-Strategic-2
OPP-3007,North America,Strategic,Negotiation,Partner,2.54,2023-04-06,2025-03-21,118950.66,9912.56,118950.66,NA-Strategic-2
OPP-3008,North America,Strategic,Negotiation,Outbound,1.68,2024-02-04,2024-02-16,156637.16,13053.1,156637.16,NA-Strategic-1
OPP-3009,North America,Strategic,Closed Won,Inbound,8.83,2024-12-27,,111995.03,9332.92,111995.03,NA-Strategic-2
OPP-3010,North America,Strategic,Negotiation,Marketing Campaign,2.0,2023-06-21,2023-06-21,174348.15,14529.01,174348.15,NA-Strategic-1
OPP-3011,North America,Strategic,Qualified,Inbound,3.2,2023-02-25,,147396.1,12283.01,147396.1,NA-Strategic-2
OPP-3012,North America,Strategic,Qualified,Inbound,8.71,2023-05-15,2023-11-23,114469.98,9539.16,114469.98,NA-Strategic-1
OPP-3013,North America,Strategic,Proposal Sent,Inbound,2.63,2024-08-24,2023-07-19,109284.3,9107.02,109284.3,NA-Strategic-2
OPP-3014,North America,Strategic,Negotiation,Marketing Campaign,7.57,2024-08-20,2025-08-02,114191.61,9515.97,114191.61,NA-Strategic-1
OPP-3015,North America,Strategic,Proposal Sent,Inbound,6.55,2023-08-02,2025-06-11,179783.63,14981.97,179783.63,NA-Strategic-1
OPP-3016,North America,Strategic,Proposal Sent,Inbound,9.31,2024-04-26,2025-09-11,164155.28,13679.61,164155.28,NA-Strategic-1
OPP-3017,North America,Strategic,Proposal Sent,Outbound,9.73,2024-11-24,2025-01-07,160267.79,13355.65,160267.79,NA-Strategic-2
OPP-3018,North America,Strategic,Proposal Sent,Outbound,2.01,2023-02-07,2023-09-06,182716.12,15226.34,182716.12,NA-Strategic-2
OPP-3019,North America,Strategic,Qualified,Marketing Campaign,5.83,2023-04-04,2025-06-30,157497.25,13124.77,157497.25,NA-Strategic-2
OPP-3020,North America,Strategic,Proposal Sent,Event,3.57,2024-09-13,,154049.26,12837.44,154049.26,NA-Strategic-2
OPP-3021,North America,Strategic,Qualified,Outbound,8.12,2024-06-10,2023-10-18,188489.61,15707.47,188489.61,NA-Strategic-1
OPP-3022,North America,Strategic,Proposal Sent,Inbound,1.09,2024-06-22,2025-08-23,121389.39,10115.78,121389.39,NA-Strategic-1
OPP-3023,North America,Strategic,Proposal Sent,Inbound,8.39,2024-07-24,,125881.79,10490.15,125881.79,NA-Strategic-2
OPP-3024,North America,Strategic,Qualified,Inbound,3.62,2024-08-03,2025-07-15,197672.07,16472.67,197672.07,NA-Strategic-2
OPP-3025,North America,Strategic,Qualified,Outbound,7.53,2024-06-25,,130077.55,10839.8,130077.55,NA-Strategic-2
OPP-3026,North America,Strategic,Closed Won,Inbound,6.47,2024-10-02,2024-03-11,176853.49,14737.79,176853.49,NA-Strategic-2
OPP-3027,North America,Strategic,Closed Lost,Inbound,3.42,2024-03-23,2023-04-22,178542.31,14878.53,178542.31,NA-Strategic-2
OPP-3028,North America,Strategic,Qualified,Outbound,5.75,2023-11-23,2024-02-19,150416.97,12534.75,150416.97,NA-Strategic-2
OPP-3029,North America,Strategic,Closed Won,Inbound,9.98,2023-07-24,,114803.42,9566.95,114803.42,NA-Strategic-2
OPP-3030,North America,Strategic,Closed Won,Inbound,1.13,2023-12-03,2024-04-02,149166.8,12430.57,149166.8,NA-Strategic-1
OPP-3031,North America,Strategic,Qualified,Inbound,5.94,2024-01-21,2024-09-20,176136.25,14678.02,176136.25,NA-Strategic-1
OPP-3032,North America,Strategic,Closed Lost,Outbound,6.34,2024-09-18,2025-12-24,174377.67,14531.47,174377.67,NA-Strategic-1
OPP-3033,North America,Strategic,Negotiation,Outbound,1.81,2023-09-16,2023-02-06,152109.23,12675.77,152109.23,NA-Strategic-2
